PID	P_1_freq	M_1_freq
Leung2	0	23.4
Leung2	0	6.7
Leung2	0	6.9
Leung2	40.6	36.6
Leung2	0	8.8
Leung2	23.8	41
Leung2	0	24.3
Leung2	0	9.5
Leung2	0	13.8
Leung2	0.4	21.9
Leung2	0	15.9
Leung2	0	9
Leung2	0	22.9
Leung2	11.2	0
Leung2	0.7	23.8
Leung2	0	34.8
Leung2	0	5.9
Leung2	0	19.2
Leung2	21.1	0
Leung2	0	7.1
Leung2	5.3	0
Leung2	41.5	17.9
Leung2	13.2	0
Leung2	29.5	0
Leung2	0	11.1
Leung2	29.9	37.6
Leung2	0	24.3
Leung2	12.5	33.3
Leung2	71.8	58.4
Leung2	41.9	30.2
Leung2	32.1	25.8
Leung2	63.2	70.7
Leung2	20	33.3
Leung2	0.8	28
Leung2	24.8	26.6
Leung2	59.1	59
Leung2	50	63.6
Leung2	0	42.4
Leung2	93.4	98.7
Leung2	88.9	100
Leung2	89.5	99.1
Leung2	40.4	0
Leung2	7.1	0
Leung2	44.7	44.7
Leung2	100	100
Leung2	95.6	98.3
Leung2	0	19.4
Leung2	68.2	54.5
Leung2	0	4.9
Leung2	0	34.4
Leung2	0.5	20.5
Leung2	28.2	0
Leung2	68.1	67.1
Leung2	0	5.1
Leung2	69.7	60.7
Leung2	24.8	0
Leung2	0	4.5
Leung2	0	12.5
Leung2	0	23.1
Leung2	50	75.3
Leung2	0	29.5
Leung2	0	11.7
Leung2	0.3	7.5
Leung2	30.8	32.1
Leung2	0	15.6
Leung2	19.7	15.9
Leung2	19.5	3.2
Leung2	0	18.1
Leung2	16.9	14.8
Leung2	7.1	0
Leung2	0	36.9
Leung2	0	28.6
Leung2	0	40
Leung2	0	34.3
Leung2	45.2	60.5
Leung2	40	52.4
Leung2	95.7	100
Leung2	0	36.9
Leung2	33.6	0
Leung2	0	5
Leung2	90.9	100
Leung2	0	5.7
Leung2	24.2	38.5
Leung2	58	35.3
Leung2	0	26.2
Leung2	57.5	68.3
Leung2	0	31.4
Leung2	0	18.9
Leung2	87	100
Leung2	88.8	90.8
Leung2	78.9	97.4
Leung2	0	6.8
Leung2	0	26.9
Leung2	0	42.9
Leung2	32	29.9
Leung2	0.7	33.3
Leung2	0	28.6
Leung2	43.8	42.1
Leung2	0.5	15.7
Leung2	12.3	21
Leung2	0	16.7
Leung2	0	21.2
Leung2	0	18.2
Leung2	0	5
Leung2	23.6	13.5
Leung2	0	7.1
Leung2	0	26.7
Leung2	0	26.7
Leung2	0	5.7
Leung2	0	21.3
Leung2	0	16.5
Leung2	0	5.8
Leung2	0	19.3
Leung2	72.5	70.1
Leung2	54.6	43.7
Leung2	0	13.7
Leung2	0	5.3
Leung2	18.4	39
Leung2	18.6	29.6
Leung2	21.8	30.4
Leung2	0.4	29.5
Leung2	23.8	35.1
Leung2	10.8	0
Leung2	21.2	0
Leung2	0	16.7
Leung2	0	45.9
Leung2	48.4	27.5
Leung2	11.3	15.2
Leung2	42.9	0
Leung2	0	34.6
Leung2	0	34
Leung2	25.3	28
Leung2	48	4.3
Leung2	35.1	0
Leung2	0	47.5
Leung2	0	7.2
Leung2	0	6.4
Leung2	91.3	100
Leung2	0.6	28.3
Leung2	0	26.9
Leung2	0.8	40.3
Leung2	35	0
Leung2	0	40.4
Leung2	1.4	32.9
Lim3	29.6	0
Lim3	26.9	44.1
Lim3	22.6	47.2
Lim3	25	45.7
Lim3	19.3	16.4
Lim3	24.4	29
Lim3	9.7	26.5
Lim3	16.5	26.6
Lim3	30	43.8
Lim3	28.9	37.5
Lim3	18.1	0
Lim3	0.9	22.1
Lim3	6	0
Lim3	23.8	0
Lim3	26.7	39.4
Lim3	21.7	38.9
Lim3	0.9	21.8
Lim3	7.1	0
Lim3	5.1	0
Lim3	16.4	34.3
Lim3	18.2	41.7
Lim3	27.3	40.8
Lim3	5.1	0
Lim3	13.3	0
Lim3	12.5	0
Lim3	0.8	18.2
Lim3	19.2	0
Lim3	0	16.5
Lim3	0	17.8
Lim3	2.1	17.9
Lim3	0	27
Lim3	11	0
Lim3	1	22.1
Lim3	30.1	32.6
Lim3	26.4	40
Lim3	10	0
Lim3	19.7	33.3
Lim3	0.7	23.5
Lim3	23.8	44.4
Lim3	9.6	0
Lim3	29.9	29
Lim3	14	21.9
Lim3	11.1	21.4
Lim3	0	16.5
Lim3	21.2	19.7
Lim3	21.5	28.6
Lim3	21.5	29.7
Lim3	5.7	0
Lim3	19.5	19.6
Lim3	33.8	32.8
Lim3	7.5	0
Lim3	40.5	34.4
Lim3	13.2	0
Lim3	13	21.7
Lim3	19.6	27.1
Lim3	5.5	1.2
Lim3	0	10.5
Lim3	16.9	42.4
Lim3	40	63.6
Lim3	14.4	22
Lim3	6.3	0
Lim3	0.5	10.5
Lim3	0.3	10.3
Lim3	0	9.4
Lim3	29.9	35.5
Lim3	4	1.6
Lim3	6.6	0
Lim3	12.5	28.1
Lim3	13.1	22
Lim3	13.6	24.8
Lim3	16.7	20.9
Lim3	16	33.3
Lim3	16.3	17.2
Lim3	12	32.3
Lim3	15.3	22
Lim3	18.8	20.8
Lim3	20.4	22.2
Lim3	6.3	0
Lim3	15.8	25
Lim3	7.4	0
Lim3	8.2	1.9
Lim3	8.8	1.9
Lim3	20.5	23.5
Lim3	0	34.8
Lim3	18.5	41.4
Lim3	21.6	34.2
Lim3	0	16.7
Lim3	0	10.9
Lim3	49.5	54.7
Lim3	1.8	6.7
Lim3	13.8	4.9
Lim3	0	4
Lim3	0	8.8
Lim3	29.8	32.3
Lim3	6.3	0.3
Lim3	36.9	30.8
Lim3	11.4	0
Lim3	12.5	20.3
Lim3	10.9	30.5
Lim3	20	23.6
Lim3	0	7.1
Lim3	17.2	30.8
Lim3	8.5	0
Lim3	13.8	0
Lim3	7	0
Lim3	6	4
Lim3	14.8	38.7
Lim3	36.2	68.6
Lim3	33.3	72.4
Lim3	28.1	23.1
Lim3	1	27
Lim3	12.2	0
Lim3	6.4	0
Lim3	7	0
Lim3	0	12.1
Lim3	20	30.2
Lim3	0	1.6
Lim3	2.2	18.2
Lim3	0	33.3
Lim3	61.8	75.4
Lim3	14.3	0
Lim3	12.5	0
Lim3	3.2	39.2
Lim3	10	0
Lim6	52.4	85.7
Lim6	21.7	33.3
Lim6	16.7	27
Lim6	17.5	34.2
Lim6	11.8	22.1
Lim6	6.9	1.1
Lim6	20	25
Lim6	30.1	57.3
Lim6	22.5	34.1
Lim6	37	53.2
Lim6	0	8.7
Lim6	13.6	26.8
Lim6	9.5	0
Lim6	6.7	17.3
Lim6	25.3	27.6
Lim6	9.4	29.5
Lim6	21.4	26.7
Lim6	23.9	29.6
Lim6	11.7	22.2
Lim6	0	8.9
Lim6	0	20.8
Lim6	6.7	9.1
Lim6	15.8	44.9
Lim6	5	0
Lim6	5.7	0
Lim6	1.5	19.6
Lim6	0	7.7
Lim6	14.6	36.2
Lim6	14.5	17.9
Lim6	5.7	16.6
Lim6	9.3	9.2
Lim6	12.4	0
Lim6	17.6	51.1
Lim6	18.9	23
Lim6	5.2	2.1
Lim6	17.6	34.8
Lim6	30	45.9
Lim6	11.4	23.5
Lim6	15.5	22.4
Lim6	18.8	35.9
Lim6	38.2	46.9
Lim6	20.8	18.7
Lim6	15.8	19.4
Lim6	27.1	52.2
Lim6	16.7	23.1
Lim6	18.4	25.3
Lim6	28.6	32.6
Lim6	41.4	47.2
Lim6	33.3	39.6
Lim6	20	35.8
Lim6	19.6	20
Lim6	14.6	27
Lim6	5.2	1.2
Lim6	32.9	55.9
Lim6	7.6	0
Lim6	2.6	3.8
Lim6	35.8	86.1
Lim6	51.9	48.6
Lim6	0	5.2
Lim6	12	11.9
Lim6	15.4	17.7
Lim6	18.2	0.6
Lim6	26.5	34.6
Lim6	0	4.8
Lim6	26.2	34.8
Lim6	17.2	28.6
Lim6	53.5	84.8
Lim6	50	80.4
Lim6	15.4	33.9
Lim6	3.6	10.4
Lim6	33.3	19.4
Lim6	20	24.5
Lim6	5.4	4.9
Lim6	6.6	0
Lim6	1.4	4.1
Lim6	50	92.9
Lim6	36.4	34.9
Lim6	0	8.6
Lim6	10.3	0
Lim6	0	4.4
Lim6	20.5	38.5
Lim6	29.5	80
Lim6	0	7.9
Lim6	18.2	25
Lim6	12.2	23.3
Lim6	26.5	35.9
Lim6	7.5	31.3
Lim6	17.6	36.4
Lim6	22.1	31.6
Lim6	11.4	22.4
Lim6	14.3	14.5
Lim6	14.7	14.5
Lim6	26.8	37.2
Lim6	0	5.1
Lim6	52.9	84.6
Lim6	40	93.8
Lim6	22.6	32.4
Lim6	10	0
Lim7	38.5	9.4
Lim7	43.1	26.6
Lim7	30.4	20.5
Lim7	5.3	0
Lim7	51.6	13.8
Lim7	26.1	32.1
Lim7	31.7	22.8
Lim7	60	20
Lim7	32.7	46.7
Lim7	57.1	20
Lim7	25	0
Lim7	54.5	0
Lim7	10.7	0
Lim7	46.3	23.8
Lim7	32.5	23.7
Lim7	1	5.4
Lim7	40	14.6
Lim7	44.3	21.3
Lim7	33.8	25.6
Lim7	40	11.1
Lim7	42.1	27.8
Lim7	36.8	13.5
Lim7	44	17.4
Lim7	28	30.2
Lim7	31.2	27.9
Lim7	20.8	16.9
Lim7	38.5	19.5
Lim7	36.2	27.8
Lim7	53.6	13.6
Lim7	34.1	5.4
Lim7	40	13.3
Lim7	44	21.4
Lim7	45	22.9
Lim7	6.2	0
Lim7	38.6	22.2
Lim7	37	28.6
Lim7	7.1	0
Lim7	6.2	0
Lim7	38	21.8
Lim7	42.6	29.9
Lim7	0	14.3
Lim7	0	10.7
Lim7	1.6	5.4
Lim7	62.9	41.9
Lim7	0.9	4.1
Lim7	22.7	0
Lim7	34.5	30.8
Lim7	53.4	23.2
Lim7	15.8	0
Lim7	61.4	43.1
Lim7	6.2	0
Lim7	42	22.9
Lim7	31.6	9.2
Lim7	31.4	7.4
Lim7	27.3	13.5
Lim7	79.2	51.9
Lim7	83	50
Lim7	45.7	19.5
Lim7	25.8	26.1
Lim7	38.7	17.4
Lim7	40.5	9.3
Lim7	37.9	0
Lim7	53.8	0
Lim7	32.4	30.3
Lim7	0	6
Lim7	45.5	14
Lim8	51.7	33.3
Lim8	51.7	43.8
Lim8	15.4	9.1
Lim8	4.8	4.5
Lim8	42.6	0
Lim8	0	40
Lim8	57.5	37.9
Lim8	21.4	0
Lim8	12.8	0
Lim8	0	26.3
Lim8	0	21.4
Lim8	23.2	0
Lim8	0	28.8
Lim8	21.4	0
Lim8	18.8	19
Lim8	0	33.3
Lim8	18.6	31.6
Lim8	19.4	0
Lim8	21.2	0
Lim8	24.5	0
Lim8	19.4	17.1
Lim8	0	45.8
Lim8	7.7	0
Lim8	0	21.4
Lim8	0	26.3
Lim8	26.3	0
Lim8	0	13.6
Lim8	25.7	0
Lim8	0	15.8
Lim8	0	40.7
Lim8	0	24.5
Lim8	0	30.8
Lim8	70.6	54.8
Lim8	38.1	0
Lim8	18.8	0
Lim8	0	9.4
Lim8	7.1	57.1
Lim8	14.3	35.7
Lim8	30.8	0
Lim8	0	31.4
Lim8	2.5	22.1
Lim8	0	27.9
Lim8	0	18.2
Lim8	9.1	7.4
Lim8	0	21.2
Lim8	0	23.7
Lim8	0	34.2
Lim8	45.5	0
Lim8	12.9	54.8
Lim8	0	26.8
Lim8	0	42.3
Lim8	0	21.9
Lim8	0	18.8
Lim8	32	0
Lim8	0	17
Lim8	0	29
Lim8	0	37.2
Lim8	0	20
Lim8	75	46.7
Lim8	0	28.9
Lim8	0	23.5
Lim8	75	85.3
Lim8	0	42.3
Lim8	0	31.7
Lim8	66.7	79.3
Lim8	0	26.2
Lim8	4.8	30.8
Lim8	40	0
Lim8	0	22
Lim8	16	0
Lim8	80	57.1
Lim8	21.4	0
Lim8	0	50
Lim8	20.7	0
Lim8	5.3	16.7
Lim8	0	12.9
Lim8	28.3	0
Lim8	0	46
Lim8	0	43.3
Lim8	0	28.6
Lim8	16.7	0
Lim8	0	24.4
Lim8	15.9	0
Lim8	0	28.6
Lim8	14.5	0
Lim8	0	20
Lim8	61.8	20
Lim8	16.9	0
Lim8	13.2	0
Lim8	0	8.9
Lim8	0	11.1
Lim8	0	18.8
Lim8	24	29.2
Lim8	19.5	2.8
Lim8	14.3	60
Lim8	0	11.8
Lim8	0	37.2
Lim8	0	26.3
Lim8	19	27.3
Lim8	0	17.2
Lim8	23.3	0
Lim8	28	0
Lim8	31.6	26.3
Lim8	0	27.5
Lim8	31.2	28.6
Lim8	0	30.3
Lim8	41.7	59.5
Lim8	34.2	56.2
Lim8	30.8	65.2
Lim8	58.1	1.7
Lim8	0	25.7
Lim8	0	28.6
Lim8	14.3	0
Lim8	0	33
Lim8	25	0
Lim8	29.4	0
Lim8	0	57.1
Lim8	0	21.7
Lim8	8.3	2.5
Lim8	0	17.3
Lim8	0	17.9
Lim8	0	36.4
Lim8	19	0
Lim8	0	17.1
Lim8	16.2	0
Lim8	0	29.4
Lim8	51.7	25
Lim8	26.9	0
Lim8	0	19.7
Lim8	0	12.5
Lim8	24.5	0
Lim8	0	23.5
Lim8	9.8	0
Lim8	0	29.4
Lim8	0	23.8
Lim8	0	21.4
Lim8	0	7.7
Lim8	29.2	0
Lim8	53.7	74.1
Lim8	0	24.7
Lim8	41.7	68.8
Lim8	21.1	2
Lim8	0	24.5
Lim8	15.2	0
Lim8	20.8	33.3
Lim8	0	27.6
Lim8	0	53.2
Lim8	0	38.9
Lim8	0	38.9
Lim8	0	30.4
Lim8	28.6	36.7
Lim8	10	0
Lim8	0	8.3
Lim8	0	21.6
Lim8	0	29
Lim8	16.7	0
Lim8	73.7	73.7
Lim8	33.3	0
Lim8	0	40.9
Lim8	13	0
Lim8	26.7	0
Lim8	33.3	40
Lim8	17.4	23.5
Lim8	0	29.3
Lim8	0	43.3
Lim8	0	13.6
Lim8	17.6	29.1
Lim8	0	31.6
Lim8	0	34.4
Lim8	21.1	0
Lim8	0	36.5
Lim8	7.9	2.7
Lim8	26.9	0
Lim8	20	0
Lim8	0	35.3
Lim8	12.2	23
Lim8	31	51.6
Lim8	0	30.2
Lim8	37.5	60
Lim8	0	19.2
Lim8	65.4	76.9
Lim8	23.1	0
Lim8	0	29.2
Lim8	0	30
Lim8	100	100
Lim8	43.8	0
Lim8	0	54.2
Lim11	59.7	48.3
Lim11	64.9	41.4
Lim11	5.9	2.4
Lim11	32.3	10.3
Lim11	47.7	50.8
Lim11	38.2	24
Lim11	34.8	21.2
Lim11	41.7	42.1
Lim11	55.6	32
Lim11	35.8	27.7
Lim11	31.2	24.1
Lim11	33.3	23.4
Lim11	28.1	30
Lim11	36	43.6
Lim11	34.4	21.7
Lim11	20.5	30.6
Lim11	26.3	42.3
Lim11	14	10.3
Lim11	27.8	5.8
Lim11	10.3	11.1
Lim11	34.3	23.8
Lim11	28	34.3
Lim11	30	17.8
Lim11	38.6	26.7
Lim11	87	58.3
Lim11	81	18.8
Lim11	75.8	71.9
Lim11	32.4	37.5
Lim11	39.7	25
Lim11	33.3	2.1
Lim11	2.4	0
Lim11	45.5	0
Lim11	8.6	0
Lim11	34.8	22.9
Lim11	40	53.3
Lim11	36	37.8
Lim11	29.2	21.7
Lim11	37	23.5
Lim11	17.5	5.6
Lim11	33.3	29.6
Lim11	7.1	5.6
Lim11	40	31.6
Lim11	26	15.2
Lim11	30.7	15.1
Lim11	55.8	29.4
Lim11	12.5	34.5
Lim11	38.7	6.7
Lim11	71.1	66
Lim11	10	7.9
Lim11	24	17.1
Lim11	32.3	24.6
Lim11	47.6	43.8
Lim11	78.3	70
Lim11	0.7	5.9
Lim11	30.4	17.3
Lim11	31.6	45.1
Lim11	45.1	0
Lim11	0	7.9
Lim11	6.7	0
Lim11	23.8	27.3
Lim11	36.8	29.4
Lim11	2.9	8.8
Lim11	34.6	33.3
Lim11	18.4	23.1
Lim11	58.9	50
Lim11	62.9	45.5
Lim11	9.7	2.8
Lim11	7	0
Lim11	2.4	8.2
Lim11	62.2	51.9
Lim11	24.2	22.2
Lim11	0	6.2
Lim11	77.8	94.1
Lim11	77.1	93.8
Lim11	0	6
Lim12	0	8.7
Lim12	33.8	40.3
Lim12	39.5	46.3
Lim12	0	7.1
Lim12	0	28.6
Lim12	0	50
Lim12	36.4	54.5
Lim12	0	9.1
Lim12	31.8	46.7
Lim12	0	11.1
Lim12	0	5.2
Lim12	20.4	31.6
Lim12	29.4	47.1
Lim12	18.5	15.8
Lim12	25	21.1
Lim12	50	50
Lim12	36.6	41.3
Lim12	10.8	0
Lim12	57.8	69.4
Lim12	6.2	0
Lim12	43.2	50
Lim12	0	4.5
Lim12	41.7	62.2
Lim12	40	55.3
Lim12	26.5	40
Lim12	26.7	13.6
Lim12	0	12
Lim12	0	12
Lim12	52.6	57.1
Lim12	44.4	56.5
Lim12	15.9	18.9
Lim12	70	86.7
Lim12	0	11.5
Lim12	81	84.6
Lim12	0	13
Lim12	0	7.9
Lim12	43.1	56.1
Lim12	80.6	65
Lim12	18.4	16
Lim12	0	11
Lim12	41.5	30.9
Lim12	29.6	52.9
Lim12	31.2	38.7
Lim12	35.7	54.3
Lim12	16.7	11.1
Lim12	30	37.5
Lim12	23.8	23.8
Lim12	35.7	37.3
Lim12	31.6	16.7
Lim12	11.7	12.9
Lim12	11.5	11.8
Lim12	0	5.5
Lim12	66.7	80
Lim12	8.5	0
Lim12	60.7	73.9
Lim12	0	16.7
Lim12	10.8	0
Lim12	8.8	0
Lim12	14	0
Lim12	19.2	0
Lim12	13	0
Lim12	5.3	0
Lim12	11.5	0
Lim12	56	88.7
Lim12	12	0
Lim12	11.4	0
Lim12	58.5	88.9
Lim12	15.2	0
Lim12	9.4	0
Lim12	47.6	64.3
Lim12	15	19.4
Lim12	41.3	75.7
Lim12	34.1	55
Lim12	45.2	61.1
Lim12	0	20
Lim12	7.4	0
Lim12	10	4.8
Lim12	7.5	21.4
Lim12	0	6.8
Lim12	35.3	24.4
Lim12	9.3	10.7
Lim12	33.3	33.3
Lim12	5.6	0
Lim12	5.4	0
Lim12	0	14.3
Lim12	76.9	88.5
Lim12	0	12.9
Lim12	0	6.8
Lim12	41.9	69.4
Lim12	11.9	16.7
Lim12	12.5	42.1
Lim12	0	9.5
Lim12	33.3	50
Lim12	54.2	33.3
Lim12	0	13.6
Lim12	0	18.8
Lim12	63.6	82.4
Lim12	0	11.1
Lim12	6.5	0
Lim12	12	0
Lim12	44.4	45.1
Lim12	36.4	28
Lim12	25.7	43.3
Lim12	24.1	52.8
Lim12	18.5	35
Lim12	5.6	54.2
Lim12	38.2	39.3
Lim12	33.9	36.4
Lim12	25.8	47.4
Lim12	26.1	27.3
Lim12	8.1	0
Lim12	27.5	28.2
Lim12	0	8.1
Lim12	72.7	85.7
Lim12	43.3	50
Lim12	44.8	50
Lim12	7.5	0
Lim16	34.2	72.7
Lim16	42.9	62.5
Lim16	21.7	45.6
Lim16	7.7	33.3
Lim16	0	5.3
Lim16	18.2	38.9
Lim16	34.4	31.7
Lim16	6.5	1.5
Lim16	20.7	26.9
Lim16	24.5	38.1
Lim16	23.7	41.8
Lim16	1.7	8.2
Lim16	23.3	45.2
Lim16	22.6	33.3
Lim16	18.2	42.3
Lim16	50	75.9
Lim16	33.3	64.5
Lim16	35.8	0
Lim16	50	40
Lim16	30.6	41.4
Lim16	25	30.4
Lim16	15.2	42.9
Lim16	0	4.1
Lim16	34.5	50
Lim16	20	0
Lim16	0	45.8
Lim16	34.3	0
Lim16	30.6	26.9
Lim16	28.3	36.8
Lim16	32.1	47.5
Lim16	36.4	56.2
Lim16	21.7	0
Lim16	0	17.9
Lim16	29.8	39.5
Lim16	28.1	34
Lim16	21.3	27.8
Lim16	23.3	32.1
Lim16	20.7	34.1
Lim16	25	35
Lim16	0	8.7
Lim16	32.1	51.7
Lim16	34.5	38.6
Lim16	0	43.4
Lim16	23.9	37.1
Lim21	66.7	44.4
Lim21	20.7	6.8
Lim21	0	18.8
Lim21	15	22.2
Lim21	32	44.1
Lim21	21.1	3.6
Lim21	0	12.1
Lim21	45.5	15.2
Lim21	0	9.7
Lim21	25	24.1
Lim21	25	24.1
Lim21	0	32.3
Lim21	0	38.9
Lim21	75.9	55.6
Lim21	30	29.4
Lim21	39.1	18.6
Lim21	87.5	54
Lim21	16.7	22.2
Lim21	0	13
Lim21	35.7	35.3
Lim21	0	3.6
Lim21	15.9	18.9
Lim21	37	23.5
Lim21	28.6	5.6
Lim21	72.2	0
Lim21	50	14.3
Lim21	0	23.1
Lim21	50	34.3
Lim21	16.7	35.3
Lim21	0	5.1
Lim21	62.5	15.4
Lim21	7.7	36.4
Lim21	0	27.3
Lim21	50	33.3
Lim21	16.7	25
Lim21	28.6	29.7
Lim21	0	9.7
Lim21	41.7	26.5
Lim21	50	42.1
Lim21	0	21.2
Lim21	0	15
Lim21	33.3	23.1
Lim21	0	7.5
Lim21	50	15.8
Lim21	38.5	52.9
Lim21	18.2	38.7
Lim21	0	4.1
Lim21	55.6	30
Lim21	54.5	45.9
Lim21	34.8	26.3
Lim21	0	14.3
Lim21	0	28.6
Lim21	38.5	43.2
Lim21	0	52.2
Lim21	0	21.2
Lim21	54.5	10.3
Lim21	0	25
Lim21	0	5.3
Lim21	0	23.5
Lim21	65	42.9
Lim21	86.7	56.5
